original_title,runtime,year_release,revenue_final_adjusted
The Nutcracker Prince,75.0,1990,4206142
Misery,107.0,1990,144659676
Dark Angel,91.0,1990,21788353
Cadillac Man,97.0,1990,65098019
Joe Versus the Volcano,102.0,1990,93023802
Air America,112.0,1990,78993854
Betsy's Wedding,94.0,1990,46601467
"After Dark, My Sweet",114.0,1990,6323078
House Party,100.0,1990,62290878
The Hot Spot,130.0,1990,3054760
Coupe de Ville,99.0,1990,1687
Spaced Invaders,100.0,1990,36283794
Class of 1999,99.0,1990,5807209
Hamlet,130.0,1990,48892298
Flashback,108.0,1990,15316917
The First Power,98.0,1990,52938028
Predator 2,108.0,1990,134847071
Flatliners,115.0,1990,145161084
Ski Patrol,91.0,1990,20146618
The Two Jakes,138.0,1990,23607549
The Bonfire of the Vanities,125.0,1990,37043058
Green Card,108.0,1990,70558797
Total Recall,113.0,1990,616907564
An Angel at My Table,158.0,1990,2489741
Tremors,96.0,1990,114666587
Days of Thunder,107.0,1990,372812145
The Guardian,92.0,1990,40222275
RoboCop 2,117.0,1990,107842053
Loose Cannons,94.0,1990,13185179
Repossessed,80.0,1990,3263653
The Shrimp on the Barbie,90.0,1990,1083577
"¡Ay, Carmela!",102.0,1990,4721509
The Grifters,110.0,1990,31744525
Hardware,93.0,1990,13524653
American Dream,98.0,1990,636985
Awakenings,120.0,1990,122987009
Problem Child,81.0,1990,126231689
Opportunity Knocks,103.0,1990,26816119
Paris is Burning,71.0,1990,8922756
The Rookie,120.0,1990,51072274
Stanley & Iris,104.0,1990,13739628
Where the Heart Is,107.0,1990,2612116
Close My Eyes,109.0,1991,304379
All I Want For Christmas,92.0,1991,33176641
Delicatessen,99.0,1991,4018707
Scanners II: The New Order,104.0,1991,31863811
Popcorn,91.0,1991,9418564
Night on Earth,129.0,1991,4515109
The Super,84.0,1991,24640270
Year of the Gun,111.0,1991,2648112
And You Thought Your Parents Were Weird,92.0,1991,901626
K2,102.0,1991,6958222
Fried Green Tomatoes,130.0,1991,267479391
Meet the Applegates,90.0,1991,1088055
Rock-A-Doodle,77.0,1991,26110780
La double vie de Véronique,97.0,1991,4479596
The Doctor,122.0,1991,85385064
The Hitman,95.0,1991,10424901
If Looks Could Kill,88.0,1991,17445279
Van Gogh,158.0,1991,309099
Diary of a Hitman,90.0,1991,71260
Mediterraneo,96.0,1991,10152766
Shadows and Fog,85.0,1991,6127623
Enchanted April,89.0,1991,29566385
Strictly Business,84.0,1991,17209356
Edward II,90.0,1991,1555436
Prospero's Books,120.0,1991,3920409
The Perfect Weapon,87.0,1991,31495323
Once Around,115.0,1991,33264181
ഗോഡ്ഫാദർ,150.0,1991,1567894
Shout,89.0,1991,7946275
Wild Hearts Can't Be Broken,88.0,1991,16339327
Dingo,109.0,1991,671954
Mannequin Two: On the Move,95.0,1991,8404867
Beauty and the Beast,84.0,1991,845208199
Beastmaster 2: Through the Portal of Time,107.0,1991,1947156
A Kiss Before Dying,95.0,1991,34559024
Dutch,107.0,1991,10312105
Drop Dead Fred,103.0,1991,31085370
Closet Land,94.0,1991,580147
Robin Hood: Prince of Thieves,143.0,1991,874647327
Riff-Raff,95.0,1991,661749
Terminator 2: Judgment Day,137.0,1991,1164721398
The Ballad of the Sad Cafe,101.0,1991,414125
The Doors,140.0,1991,77088637
Hard Promises,95.0,1991,686108
El robobo de la jojoya,82.0,1991,7549576
Highway to Hell,94.0,1991,58359
Star Trek VI: The Undiscovered Country,113.0,1991,217041352
Out for Justice,91.0,1991,88861883
Cape Fear,128.0,1991,408324443
Career Opportunities,83.0,1991,25393134
The Silence of the Lambs,119.0,1991,610902918
Madonna: Truth or Dare,119.0,1991,64
Rambling Rose,112.0,1991,14036283
Child's Play 3,90.0,1991,46051863
Oscar,109.0,1991,52776922
The Man in the Moon,99.0,1991,6392082
Barton Fink,116.0,1991,13783893
The Fisher King,137.0,1991,93839567
Backdraft,137.0,1991,341282598
Shattered,98.0,1991,25782969
Dead Again,107.0,1991,85150944
Curly Sue,101.0,1991,75463448
Kickboxer 2:  The Road Back,89.0,1991,2801405
Showdown in Little Tokyo,79.0,1991,5096903
黃飛鴻,134.0,1991,8570689
纵横四海,103.0,1991,9638855
Queens Logic,100.0,1991,1372536
Bugsy,134.0,1991,110007971
Freddy's Dead: The Final Nightmare,89.0,1991,78108082
Problem Child 2,90.0,1991,56230733
Sleeping with the Enemy,99.0,1991,391971318
A Rage in Harlem,115.0,1991,23294427
Under Suspicion,99.0,1991,495667
Yu pu tuan zhi: Tou qing bao jian,99.0,1991,886986
Mobsters,104.0,1991,45349749
Father of the Bride,105.0,1991,200076244
New Jack City,97.0,1991,106671127
The Hard Way,111.0,1991,146923971
Boyz n the Hood,112.0,1991,128800422
Scenes from a Mall,89.0,1991,21420554
The Marrying Man,116.0,1991,27896797
Don't Tell Mom the Babysitter's Dead,105.0,1991,56435789
White Fang,107.0,1991,77931419
Whore,85.0,1991,2258672
The Naked Gun 2½: The Smell of Fear,85.0,1991,194710980
Hot Shots!,84.0,1991,405628033
What About Bob?,100.0,1991,142700769
True Colors,111.0,1991,938064
House Party 2,94.0,1991,43539610
F/X2,108.0,1991,47220862
Flirting,99.0,1991,5410121
Soapdish,97.0,1991,81731833
Madame Bovary,136.0,1991,4350733
The Prince of Tides,132.0,1991,167512917
Return to the Blue Lagoon,98.0,1991,6289168
Toy Soldiers,112.0,1991,33763351
Hook,144.0,1991,673869327
Another You,94.0,1991,6419218
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88.0,1991,174708209
Cool as Ice,91.0,1991,2672278
Jungle Fever,132.0,1991,72756297
Thelma & Louise,130.0,1991,101601783
JFK,189.0,1991,460077266
Company Business,98.0,1991,3363771
Mystery Date,97.0,1991,13812742
Life Stinks,92.0,1991,9189038
Poison,85.0,1991,1365241
Highlander II: The Quickening,91.0,1991,34843850
Hudson Hawk,100.0,1991,38565896
Nothing but Trouble,94.0,1991,18993454
King Ralph,97.0,1991,117563046
Run,91.0,1991,9876228
Not Without My Daughter,116.0,1991,33125377
Frankie and Johnny,118.0,1991,51009276
Double Impact,110.0,1991,67425535
Switch,104.0,1991,34820690
"He Said, She Said",115.0,1991,21961213
The Indian Runner,127.0,1991,428091
Delirious,96.0,1991,12424054
City Slickers,112.0,1991,401008629
Paradise,111.0,1991,41738783
An American Tail: Fievel Goes West,75.0,1991,91309769
The Addams Family,99.0,1991,428936487
L.A. Story,95.0,1991,64646698
Little Man Tate,99.0,1991,56020626
The Rocketeer,108.0,1991,138870628
Point Break,120.0,1991,187098959
Rush,120.0,1991,16219529
At Play in the Fields of the Lord,189.0,1991,3014619
The Rapture,100.0,1991,2861185
Doc Hollywood,104.0,1991,122812656
Tacones lejanos,109.0,1991,3830269
For the Boys,138.0,1991,51969967
The Last Boy Scout,105.0,1991,133293236
Only the Lonely,104.0,1991,48898043
Proof,86.0,1991,1175177
Harley Davidson and the Marlboro Man,98.0,1991,16652662
Pure Luck,96.0,1991,55866240
Necessary Roughness,108.0,1991,58808561
Out on a Limb,82.0,1992,3566100
Split Second,90.0,1992,10
In the Soup,93.0,1992,550639
Frozen Assets,96.0,1992,807983
Night and the City,105.0,1992,13328767
Claire of the Moon,105.0,1992,1718376
The Public Eye,99.0,1992,6592481
1492: Conquest of Paradise,154.0,1992,15453208
Bébé's Kids,72.0,1992,18140905
Gladiator 1992,101.0,1992,19
Lorenzo's Oil,135.0,1992,15657325
龍行天下,92.0,1992,17398221
Passenger 57,84.0,1992,94690301
Damage,111.0,1992,16187065
Tom and Jerry: The Movie,84.0,1992,7650899
Mistress,110.0,1992,2369036
Juice,96.0,1992,43292542
Deep Cover,107.0,1992,35756365
Final Analysis,117.0,1992,61436935
Christopher Columbus: The Discovery,120.0,1992,17730280
Traces of Red,105.0,1992,6890732
Folks!,107.0,1992,13178709
Rapid Fire,95.0,1992,30849862
City of Joy,132.0,1992,31553484
Dr. Giggles,95.0,1992,18057683
Alan & Naomi,96.0,1992,556
Captain Ron,100.0,1992,48387922
Gas Food Lodging,101.0,1992,2890704
Passed Away,96.0,1992,8661553
黃飛鴻之二男兒當自強,113.0,1992,65324221
Kuffs,102.0,1992,45432653
The Mambo Kings,104.0,1992,14487880
Diggstown,98.0,1992,10393188
Radio Flyer,114.0,1992,9996382
Memoirs of an Invisible Man,99.0,1992,30853201
Den demokratiske terroristen,96.0,1992,6753313
Mr. Baseball,108.0,1992,42976919
The Babe,115.0,1992,37671361
Shining Through,132.0,1992,46460199
Beethoven,87.0,1992,316340318
Freddie as F.R.O.7.,91.0,1992,2405349
Cool World,102.0,1992,30321482
Sidekicks,101.0,1992,36918018
Monster in a Box,87.0,1992,668817
School Ties,106.0,1992,31620412
South Central,99.0,1992,2950786
That Night,89.0,1992,43993
Straight Talk,91.0,1992,45560045
Falling From Grace,100.0,1992,498
Un Cœur en Hiver,105.0,1992,3581075
Fortress,95.0,1992,14481376
Raising Cain,91.0,1992,79872727
Wind,126.0,1992,11860703
Noises Off...,101.0,1992,4899686
Man Trouble,100.0,1992,8
FernGully: The Last Rainforest,76.0,1992,70290673
The Gun in Betty Lou's Handbag,89.0,1992,7997813
Pure Country,112.0,1992,32586084
Brain Donors,92.0,1992,1973154
Article 99,100.0,1992,13700996
Consenting Adults,99.0,1992,46397298
Swoon,82.0,1992,730923
Encino Man,88.0,1992,87444014
The Last of the Mohicans,112.0,1992,162250455
Malcolm X,202.0,1992,103509713
Love Potion No. 9,97.0,1992,1622239
Sneakers,126.0,1992,226128845
My Cousin Vinny,120.0,1992,137716427
警察故事 III：超級警察,95.0,1992,44015721
Sister Act,100.0,1992,497683797
Unlawful Entry,117.0,1992,122782307
The Hand that Rocks the Cradle,110.0,1992,189177273
Mr. Saturday Night,119.0,1992,28579651
Roadside Prophets,96.0,1992,338754
Under Siege,103.0,1992,336430073
Batman Returns,126.0,1992,601676876
Toys,118.0,1992,50022837
Scent of a Woman,157.0,1992,288150046
Wayne's World,94.0,1992,261508804
A League of Their Own,128.0,1992,230912379
Bitter Moon,139.0,1992,4002881
Boomerang,117.0,1992,150634103
The Player,124.0,1992,46643068
Pet Sematary II,100.0,1992,36729049
Newsies,121.0,1992,6058639
The Muppet Christmas Carol,85.0,1992,58623756
Freejack,110.0,1992,36807582
The Mighty Ducks,101.0,1992,109058955
Honey I Blew Up the Kid,89.0,1992,126056574
双龙会,89.0,1992,17963744
Como agua para chocolate,105.0,1992,46555754
Lethal Weapon 3,118.0,1992,691351501
Patriot Games,117.0,1992,382605438
Prelude to a Kiss,105.0,1992,48773842
Home Alone 2: Lost in New York,120.0,1992,771417833
Pushing Hands,105.0,1992,327316
Sleepwalkers,91.0,1992,65593014
Stay Tuned,87.0,1992,23070872
A River Runs Through It,123.0,1992,93346501
The Distinguished Gentleman,112.0,1992,99780739
Jennifer Eight,124.0,1992,24476385
A Few Good Men,138.0,1992,522685680
One False Move,105.0,1992,3315910
The Bodyguard,129.0,1992,883190184
Aladdin,90.0,1992,1083126291
Death Becomes Her,104.0,1992,320226723
Alien³,114.0,1992,343328741
Twin Peaks: Fire Walk with Me,134.0,1992,8941027
White Men Can't Jump,115.0,1992,195015952
Buffy the Vampire Slayer,86.0,1992,35723395
Stop! Or My Mom Will Shoot,87.0,1992,151732615
Hellraiser III: Hell on Earth,93.0,1992,26935700
Forever Young,102.0,1992,275052286
The Cutting Edge,101.0,1992,53947889
Of Mice and Men,110.0,1992,11756525
Bad Lieutenant,96.0,1992,4339527
Single White Female,107.0,1992,103182001
Reservoir Dogs,99.0,1992,31504246
Dracula,128.0,1992,463855679
Glengarry Glen Ross,100.0,1992,23046863
The Crying Game,112.0,1992,134408053
Unforgiven,131.0,1992,342004841
Singles,99.0,1992,39695309
El Mariachi,81.0,1992,4385622
Basic Instinct,127.0,1992,758386249
Howards End,140.0,1992,55798127
Braindead,104.0,1992,521359
The Lawnmower Man,108.0,1992,68980105
Strictly Ballroom,94.0,1992,72945207
Candyman,99.0,1992,55423701
Bob Roberts,102.0,1992,9625691
Army of Darkness,81.0,1992,46206196
Far and Away,140.0,1992,296076251
Rookie of the Year,103.0,1993,111748923
The Sandlot,101.0,1993,67610452
Indecent Proposal,117.0,1993,556070188
Schindler's List,195.0,1993,670264021
The Crush,89.0,1993,28384772
Robin Hood: Men in Tights,104.0,1993,74541501
True Romance,120.0,1993,25615319
The Temp,99.0,1993,13389772
Romeo Is Bleeding,100.0,1993,6831804
Ruby in Paradise,114.0,1993,2088671
Rudy,114.0,1993,47449855
The Three Musketeers,105.0,1993,112415455
The Nutcracker,93.0,1993,4421617
Tombstone,130.0,1993,117851182
My Boyfriend's Back,85.0,1993,6957777
Untamed Heart,102.0,1993,39417590
Searching for Bobby Fischer,110.0,1993,15155310
Thirty Two Short Films About Glenn Gould,93.0,1993,3269384
"In weiter Ferne, so nah!",144.0,1993,1690345
Super Mario Bros.,104.0,1993,43622855
Striking Distance,102.0,1993,50281167
The Nightmare Before Christmas,76.0,1993,157748770
Calendar Girl,90.0,1993,5360486
So I Married an Axe Murderer,93.0,1993,24163548
Gettysburg,254.0,1993,52141866
Deadfall,98.0,1993,37
RoboCop 3,104.0,1993,22308814
Son in Law,95.0,1993,76019087
A Bronx Tale,121.0,1993,36056930
Sliver,108.0,1993,242563963
Sleepless in Seattle,105.0,1993,475116446
Sirens,98.0,1993,16207216
Short Cuts,187.0,1993,12745514
Dragon: The Bruce Lee Story,120.0,1993,132469004
The Adventures of Huck Finn,108.0,1993,50272255
The Piano,121.0,1993,243398233
The Good Son,87.0,1993,92721749
Jurassic Park,127.0,1993,1919029258
Addams Family Values,94.0,1993,102029208
Cliffhanger,112.0,1993,531847479
Judgment Night,110.0,1993,25313704
In the Name of the Father,133.0,1993,137230848
In the Line of Fire,128.0,1993,369158508
Die Macht der Bilder: Leni Riefenstahl,180.0,1993,937942
Little Buddha,140.0,1993,10132497
Hot Shots! Part Deux,86.0,1993,278964878
Hard Target,97.0,1993,154735529
Dave,110.0,1993,131397503
Guilty as Sin,107.0,1993,47733213
Dazed and Confused,102.0,1993,16670878
Demolition Man,115.0,1993,331738585
Red Rock West,98.0,1993,4171349
Geronimo: An American Legend,115.0,1993,38867840
The Fugitive,130.0,1993,769354826
Fearless,122.0,1993,14589924
Free Willy,112.0,1993,320565328
The Firm,154.0,1993,563650172
Flesh and Bone,126.0,1993,19790962
Kalifornia,117.0,1993,4995672
Rising Sun,125.0,1993,223581800
Killing Zoe,96.0,1993,873816
Last Action Hero,130.0,1993,286359979
The Remains of the Day,134.0,1993,48466722
The Program,112.0,1993,48058532
Suture,96.0,1993,214365
Poetic Justice,109.0,1993,57388977
Carlito's Way,144.0,1993,76160521
For Love or Money,94.0,1993,23247492
Philadelphia,125.0,1993,431063985
A Perfect World,138.0,1993,281839300
Sankofa,124.0,1993,5614425
What's Eating Gilbert Grape,118.0,1993,20925083
Son of the Pink Panther,93.0,1993,5084939
Lost in Yonkers,114.0,1993,19365883
Mrs. Doubtfire,125.0,1993,920379436
Mr. Wonderful,98.0,1993,6518617
Mr. Jones,114.0,1993,17406717
Menace II Society,97.0,1993,58190323
Manhattan Murder Mystery,104.0,1993,23538064
The Man without a Face,114.0,1993,51642009
The Age of Innocence,139.0,1993,67274353
Malice,107.0,1993,96786433
M. Butterfly,101.0,1993,3128084
The Thing Called Love,116.0,1993,2147663
Hocus Pocus,96.0,1993,82414835
Boxing Helena,107.0,1993,3746683
Needful Things,120.0,1993,31672371
Philadelphia Experiment II,97.0,1993,6194
The Night We Never Met,99.0,1993,3931108
Children of the Corn II: The Final Sacrifice,92.0,1993,14560065
Mr. Nanny,84.0,1993,9069706
Mad Dog and Glory,96.0,1993,23112583
Wrestling Ernest Hemingway,123.0,1993,581319
Josh and S.A.M.,96.0,1993,3187250
Splitting Heirs,87.0,1993,6674158
Wayne's World 2,95.0,1993,100039385
Carnosaur,83.0,1993,3658229
Teenage Mutant Ninja Turtles III,96.0,1993,87598335
This Boy’s Life,115.0,1993,8561615
"Bodies, Rest & Motion",95.0,1993,1593628
Falling Down,113.0,1993,85311587
Witchboard 2: The Devil's Doorway,98.0,1993,350768
Born Yesterday,100.0,1993,37443818
Fong Sai Yuk juk jaap,95.0,1993,6189589
Alive,120.0,1993,76614983
Three of Hearts,110.0,1993,11461839
喜宴,109.0,1993,14460939
Sister Act 2: Back in the Habit,107.0,1993,119548846
Leprechaun,92.0,1993,17846992
重案組,103.0,1993,406122
The Vanishing,109.0,1993,30332788
Batman: Mask of the Phantasm,76.0,1993,11716050
A Dangerous Woman,102.0,1993,3122717
Matinee,99.0,1993,19882517
The Cement Garden,105.0,1993,673620
Amos & Andrew,96.0,1993,20326574
Benny & Joon,98.0,1993,48393354
My Life,114.0,1993,57323650
Sniper,98.0,1993,39616666
A Home of Our Own,104.0,1993,3552492
Money for Nothing,100.0,1993,2179162
少年黃飛鴻之鐵馬骝,90.0,1993,30621168
Undercover Blues,90.0,1993,25897167
Heart and Souls,104.0,1993,34600383
Jason Goes to Hell: The Final Friday,87.0,1993,33241618
Man's Best Friend,97.0,1993,27060869
The Advocate,102.0,1993,1391
The Dark Half,122.0,1993,22131427
The Joy Luck Club,139.0,1993,68537638
Who's the Man?,85.0,1993,23567560
A Far Off Place,100.0,1993,26885914
Body Snatchers,87.0,1993,894479
Return of the Living Dead 3,97.0,1993,113058
Once Upon a Forest,71.0,1993,13728019
Surf Ninjas,87.0,1993,10253458
Street Knight,0.0,1993,1754
Blue,79.0,1993,3583873
Indian Summer,97.0,1993,31086793
Best of the Best 2,101.0,1993,13556885
Aspen Extreme,113.0,1993,16771012
Swing Kids,112.0,1993,11746699
Groundhog Day,101.0,1993,147888877
CB4,89.0,1993,37445739
Father Hood,95.0,1993,7129130
The Legend Fong Sai Yuk,106.0,1993,8252833
Only the Strong,99.0,1993,6848043
Beethoven's 2nd,89.0,1993,246616567
黃飛鴻之三獅王爭霸,105.0,1993,57440650
Bopha!,120.0,1993,443170
We're Back! A Dinosaur's Story,72.0,1993,19432274
Airborne,91.0,1993,5944721
Sommersby,109.0,1993,292165461
Fire in the Sky,109.0,1993,41138543
Cool Runnings,98.0,1993,322996757
The Pelican Brief,141.0,1993,407265637
Body of Evidence,101.0,1993,27684400
Dennis the Menace,94.0,1993,244588663
My Summer Story,85.0,1994,141
Cabin Boy,80.0,1994,7419694
Death Wish 5: The Face of Death,95.0,1994,3448842
In the Army Now,91.0,1994,58509912
With Honors,103.0,1994,40550482
Iron Will,108.0,1994,42556318
I'll Do Anything,115.0,1994,20682410
Double Dragon,89.0,1994,4743205
The Hudsucker Proxy,111.0,1994,5705921
A.P.E.X.,98.0,1994,100485
My Girl 2,99.0,1994,35168829
White Fang 2: Myth of the White Wolf,106.0,1994,17987441
Clean Slate,107.0,1994,14901191
Color of Night,121.0,1994,39962564
The Getaway,115.0,1994,60
Angels in the Outfield,102.0,1994,101773675
City Slickers II: The Legend of Curly's Gold,116.0,1994,88373141
Un été inoubliable,82.0,1994,132395
The Chase,89.0,1994,16225921
There Goes My Baby,99.0,1994,250214
Rapa Nui,107.0,1994,618034
Holy Matrimony,93.0,1994,1249840
Police Academy: Mission to Moscow,83.0,1994,255760
Death Machine,117.0,1994,2882315
Surviving the Game,96.0,1994,15579025
Terminal Velocity,102.0,1994,33384236
Oleanna,89.0,1994,252612
D2: The Mighty Ducks,106.0,1994,92401112
Camilla,95.0,1994,508481
Monkey Trouble,96.0,1994,33332288
Squanto: A Warrior's Tale,102.0,1994,6761741
The Pagemaster,80.0,1994,27695142
Chasers,102.0,1994,3234692
The Little Rascals,82.0,1994,136358347
Princess Caraboo,97.0,1994,6121450
Курочка Ряба,117.0,1994,9390232
PCU,79.0,1994,8814136
A Million to Juan,97.0,1994,2475282
The Shadow,108.0,1994,97370641
Trapped in Paradise,111.0,1994,11705351
Brainscan,96.0,1994,8816810
Major League II,105.0,1994,62044899
The Next Karate Kid,107.0,1994,32063534
No Escape,118.0,1994,31076963
Jing wu ying xiong,103.0,1994,3864854
Leprechaun 2,85.0,1994,4579743
Silent Fall,101.0,1994,6443656
The Puppet Masters,109.0,1994,17499677
Radioland Murders,108.0,1994,2667807
The Ref,97.0,1994,23174406
Renaissance Man,128.0,1994,49294312
The Road to Wellville,118.0,1994,13294848
Thumbelina,87.0,1994,23041322
The Scout,101.0,1994,5458188
Angie,107.0,1994,19039822
Serial Mom,95.0,1994,15843757
The Inkwell,110.0,1994,17991222
Blue Sky,101.0,1994,6805865
Sugar Hill,123.0,1994,37017742
Blown Away,121.0,1994,61092372
Blankman,96.0,1994,16089474
Milk Money,108.0,1994,36744683
Miracle on 34th Street,114.0,1994,93725984
On Deadly Ground,102.0,1994,99268007
Nobody's Fool,110.0,1994,80005911
Nell,112.0,1994,216128366
Natural Born Killers,119.0,1994,101866734
Once Were Warriors,99.0,1994,4459212
Léon,110.0,1994,91741819
Pulp Fiction,154.0,1994,433393509
